ID,meta.userAgent,meta.platform,meta.language,meta.locale,meta.timeZone,meta.timezoneOffset,meta.screen_width,meta.screen_height,meta.scroll_width,meta.scroll_height,meta.window_innerWidth,meta.window_innerHeight,meta.devicePixelRatio,PROLIFIC_PID,framingCondition,sociodemo_gender,sociodemo_priorExperience,sociodemo_residency,sociodemo_education,feedback_critic,attCheck_text,sociodemo_universityAffiliation,sociodemo_universityField,reflection_ecological,reflection_social,reflection_economic,EcologicalDimension-1,EcologicalDimension-3,EcologicalDimension-4,EcologicalDimension-2,Bioinspiration-VRtN1,Bioinspiration-PN4,Bioinspiration-VRtN4r,Bioinspiration-IPI1,Bioinspiration-PN2r,Bioinspiration-VRtN2,Bioinspiration-IPI2r,Bioinspiration-PN3,Bioinspiration-IPI3,Bioinspiration-IPI4,Bioinspiration-VRtN3,Bioinspiration-PN1,evalInf-6,evalInf-5,evalInf-8,evalInf-2,evalInf-3,evalInf-4,evalInf-10,evalInf-7,evalInf-1,evalInf-9,GAToRS-4pp,GAToRS-3sp,GAToRS-4pn,GAToRS-5pp,GAToRS-1pp,GAToRS-3pp,GAToRS-4sp,GAToRS-2pn,GAToRS-2sp,GAToRS-1sn,GAToRS-3pn,GAToRS-5pn,GAToRS-1pn,GAToRS-4sn,GAToRS-5sn,GAToRS-5sp,GAToRS-2pp,GAToRS-1sp,GAToRS-3sn,GAToRS-2sn,dummy_informedconsent,commCheck,feedback_conscientiousCompletion,sociodemo_age,whichItemsFirst,socio_age,socio_sex,socio_ethnicity,socio_student,socio_employment,total_min_prolific
128,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-US,en-GB,Europe/London,0,1280,720,1280,499,1280,593,1.5,677580b9fa6b77a8332d2237,tech-inspired,female,no,GB,masters,,I read the instructions,no,,It will depend on the use for this device but it is made of plastic and metal. Plastic is not very sustainable.,"Well, for the moment I cannot think of a good use for this device so it remain to be seen if this device is usefull or just a gadget",We don't know much info on that. We don't know what use this robot will have. ,6,4,4,4,5,6,7,7,5,7,7,6,7,6,7,6,5,5,5,5,6,6,5,5,4,6,6,6,5,5,5,4,7,4,6,6,5,6,6,7,6,4,4,7,7,5,1,1,1,41,bioinspired,41,Female,White,No,Full-Time,25.9
129,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Linux x86_64,en-GB,en-GB,Europe/London,0,1280,720,995,499,995,585,1.5,58e1916827e7d900011035e0,bio-inspired,female,no,GB,bachelors,no all good,I read the instructions,yes,History,"it copies the movement of animals from nature; it does not use electricity. Instead, it uses compressed air to help it move.",it can be used by anyone and could be used in education enviroments.,It can be made at home cheaply and is cost-effective compared to other robots,7,7,4,7,4,6,6,7,2,6,5,4,7,7,6,5,5,5,5,5,5,5,5,5,6,5,2,2,6,2,2,1,5,6,2,6,6,7,6,6,4,2,2,6,6,6,1,1,1,43,sustainable,43,Female,White,No,Other,19.316666666666666
130,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1366,768,1366,499,1366,633,1,573dbfc9cc30e7000dc57410,bio-inspired,female,no,GB,bachelors,,I read the instructions,no,,It lasts longer due to less wear and tear.  It uses less energy. Because it is softer it has less impact on it's environment as it moves.,It is constructed of softer materials so it is less likely to be a danger to humans.  It moves using air and uses less energy and has less mechanical wear and tear. It is cheaper to produce than hard robots and can be made more easily via 3d printing methods.,It can be produced via 3d so cheaper.  It uses less energy and has less wear and tear so will last longer.,3,5,5,5,2,4,5,7,5,6,7,2,7,6,4,2,5,5,5,5,6,5,5,5,6,5,4,5,2,2,6,5,7,5,5,4,3,2,3,6,5,5,6,7,2,5,1,1,1,60,bioinspired,60,Female,White,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",25.616666666666667
131,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-US,en-US,Europe/London,0,1366,768,1366,499,1366,657,1,6773d0e0861b7f105b098899,tech-inspired,female,no,GB,bachelors,,I read the instructions,no,,The soft robot aims to use resources previously used so they are reused which is better than using brand new resources,If things are made sustainably this has knock on social aspects,Sorry I'm not sure I feel knowledgeable enough to give a useful answer to this,5,5,6,5,1,2,3,4,3,3,3,3,3,3,3,3,4,4,4,5,4,3,4,2,5,5,2,3,4,2,4,3,3,3,5,6,4,6,6,6,5,4,5,3,7,6,1,1,1,33,bioinspired,33,Female,White,DATA_EXPIRED,Full-Time,24.15
132,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Linux x86_64,en-GB,en-US,Europe/London,0,1920,1080,1920,499,1920,911,1,5c5d36bc034e280001644c3b,bio-inspired,female,no,GB,level_3,,I read the instructions,no,,it can be put in the wild to understand other insects as it would blend in and interact as one,"its a great learning tool for schools,,,,,,it can teach them about how for example a sick insect does things, it can also help weith sorting and picking recyclables",it can be used in tasks where human life would be in danger if a human did the task,6,6,6,6,4,5,6,6,6,6,6,6,6,7,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,4,4,6,4,5,6,4,4,4,7,7,5,4,7,7,6,1,1,1,58,bioinspired,58,Female,Asian,No,Full-Time,21.083333333333332
134,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1920,499,1920,911,1,5dd9a7ff98981d926df9ea18,tech-inspired,male,no,GB,bachelors,,I read the instructions,no,,"I really like that the robot resembles an insect, which means it matches with the aesthetic of the stated goal of the SRW (Soft Robot Walker). The way it walks and moves across natural environments is very considerate of nature and not being disturbing, and it fits into a natural woodland environment seamlessly, unlike a metal robot. Due to the plastic material it shouldn't rust or require a body replacement. ","The Robot is not imposing or intimidating for members of society and I can see how the Soft Robot Walker could have applications to reduce accidents at work places, i.e. looking in machines or being used as a kind of multi purpose drone. It would also be a great agricultural or educational exploration device and contribute to the education and inspiration of children. Regarding social justice and health, I can't say many applications come to mind immediately. ","The soft walker relates to sustainability by meaning modular, i.e. it can be reused or modified to meet new tasks / to reuse old components if an old role or task becomes redundant. Whilst it is made from plastics the robot is designed to have a long life span and to be durable. I could see how this robot could be utilised in many areas of the economy, agricultural and manufacturing primarily, which would help promote productivity growth and worker wellbeing. ",6,7,6,6,5,6,7,7,6,7,5,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1,2,6,4,7,5,6,2,1,1,1,7,1,7,5,6,1,1,1,1,1,26,sustainable,26,Male,White,No,Full-Time,19.866666666666667
135,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Linux x86_64,en-GB,en-US,Europe/London,0,1200,750,1200,499,1200,615,1.600000023841858,595fd893a670a10001941bf9,bio-inspired,female,no,GB,masters,None,i read the instructions,no,,The soft robot does not rely on batteries and electricity so it offers positive ecological input this way. As it is flexible it is also able to walk on a number of surfaces without destroying them.,"As the soft robot uses more sustainable and eco friendly materials it will help society and the planet as a whole by not contributing more waste, electricity etc. ","The soft robot is made to be durable and flexible, with increased longevity and strength. Hopefully minimising the heavy use of waste and constantly having to create new ones etc. ",4,6,5,5,3,4,2,6,5,5,6,3,6,5,5,3,5,5,3,6,6,5,5,3,5,2,2,2,6,1,5,3,1,6,5,7,2,6,6,6,7,3,4,5,7,7,1,1,1,32,sustainable,32,Female,White,No,Full-Time,15.866666666666667
136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Europe/London,0,2048,1280,2048,499,2048,1192,1,5ba22638474398000172c47b,tech-inspired,male,no,GB,masters,,I read the instructions,no,,It uses less resources so isn't as wasteful and is more durable and adaptable to it's surroundings. But it won't bring back the dodo. ,"It's a robot that walks, it's not solving the housing crisis or world hunger. I imagine there is some social good that can come of it's use and functions to serve and do it more over a prolonged time period due to lower maintenance but that's about it","Cheaper to run, last longer, uses less parts so is overall more economical",6,6,6,7,1,2,5,7,7,6,6,1,7,7,7,1,5,5,5,6,6,5,5,6,6,5,5,2,2,2,3,4,7,4,5,7,5,4,3,6,6,3,6,5,7,6,1,1,1,31,bioinspired,31,Male,White,No,Full-Time,21.666666666666668
137,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-US,en-US,Europe/Vilnius,-120,1536,864,1536,499,1536,730,1.25,5a9fa90f873cda00010d29d8,bio-inspired,male,no,GB,level_2,It was fun to learn something new!,I read the instructions,no,,Soft robot uses less materials to develop so it means less resources are used and also it saves a lot of energy so there is energy consumption conservation which helps the planet by needing less resources from it.,"Soft Robot helps people who may be disabled and need help and it makes them feel cared for because it handles everything with care and soft arms and legs, it can be used in hospital settings to help people walk or get items",Because its energy efficient its use is economical in a way that it can be used for a lot of times without requiring additional costs or expenses of buying energy or stronger materials,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,7,7,1,7,7,7,7,1,7,2,1,1,1,3,1,7,7,7,1,1,1,1,1,26,sustainable,26,Male,White,No,Full-Time,18.6
138,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-GB,en-GB,Europe/London,0,1280,720,1272,499,1272,554,1.5,66e01d1aef057f7e7a25bb34,tech-inspired,female,yes_some,GB,bachelors,,,no,,Unsure how the robot would be used to protect natural habitats or interact with our ecosystems but can see that by design of its components it is constructed to be more biodegradable and not cause any damage by its construction to human and natural ecosystems.  Could also imagine it potentially dealing with hazard waste etc that is a threat to human operators.,"At this stage I simply cannot imagine how the robot would contribute to the social aspect of sustainability in any form, apart from its benefit that it could potentially interact with humans without causing any harm.  I am looking at something that looks like an unstable beetle and find if difficult to imagine its place in the social aspect of society. ",By promoting materials that are sustainably produced I can see it would make more economic sense and be cheaper to produce and produce less harm to the environment or resources.  Potentially its construction produces employment through jobs etc but in the longer term it would take jobs away from humans and raise unemployment levels surely. ,6,6,4,6,5,4,6,7,3,6,2,1,6,6,6,5,4,4,5,5,3,4,3,4,2,3,5,4,3,1,4,4,7,3,5,7,3,5,6,6,5,3,4,5,7,7,1,1,1,67,bioinspired,67,Female,White,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",27.716666666666665
139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1920,499,1920,911,1,5ab8c3fb9534ba0001c6b60d,tech-inspired,male,no,GB,bachelors,,I read the instructions,no,,The robot could help with helping to efficiently use much more sustainable ways to use resources and to move away from fossil fuels. It could help with sustainable farming and to modify industrial practices which are very damaging.,As it can be made from 3D printing which may be more cost effective then it could be used in poorer communities throughout the world to help with such things as better medical treatment and access to clean water and food etc. The robot could also be used in education as we move to a society which is very technology based.,The soft robot may help with sustainability in that it could be used in a much more efficient and cleaner  way when using or planning to use natural resources on the planet. It could possibly also be used again in poorer communities to help with such things as sustainable farming and developing healthy water systems and to make it all cost effective and thus helping these communities to grow.,7,7,7,6,4,4,2,5,2,5,4,4,5,5,4,5,5,4,5,6,4,5,5,5,5,4,5,6,1,4,6,5,5,2,6,4,1,1,2,4,3,6,3,6,3,4,1,1,1,46,sustainable,46,Male,White,No,Unemployed (and job seeking),41.083333333333336
140,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1280,720,1280,499,1280,559,1.5,5c6e60b04e08ad00018cc995,bio-inspired,female,not_sure,GB,masters,no. it was interesting,I read the instructions,yes,law,It mimics nature and uses sustainable materials,It can contribute to human well-being and could be used for example to aid the elderly,"It addresses global challenges, inspires innovation and creates new jobs",7,7,7,7,3,6,5,7,3,6,5,4,6,6,6,6,5,5,5,5,5,6,5,6,5,5,4,6,2,4,5,5,5,3,5,2,2,3,2,6,6,5,6,6,2,4,1,1,1,59,sustainable,59,Female,White,No,Full-Time,17.616666666666667
141,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-US,en-GB,Europe/London,0,1536,864,1528,499,1528,732,1.25,5e4feb8037713502e9ed364b,bio-inspired,female,no,GB,bachelors,,I read the instructions,no,,"Because of its natural features, especially with the smooth grippers it should be more ecologically sustainable and should blend in more naturally with the wildlife.","Socially as well this robot seems to be more accessible to everyone, due to its 3-d printed nature, that allows it to be produced cheaper and smaller and more sustainably. This would help reduce inequality. ",I think it is probably more economically sustainable because it is cheaper to make and produce via 3-d printing technology. This will probably make it more accessible and cheaper in the long run.,5,6,6,6,3,2,5,6,2,3,6,3,6,2,5,2,5,6,6,5,6,5,6,4,5,5,3,7,5,5,3,2,7,5,5,5,6,6,5,7,7,3,6,6,6,6,1,1,1,24,sustainable,24,Female,White,DATA_EXPIRED,DATA_EXPIRED,18.183333333333334
142,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1920,499,1920,945,1,5dcfaad2dd9a740c2493fc28,bio-inspired,male,yes_some,GB,bachelors,,I read the instructions,no,,"3D printing, as well as using recyclable materials instead of metal components so there is less environmental damage and reduced pollution.",It could potentially be cheaper than rigid robots by using lower cost materials in production. It could also be used to give people independence and empower them to living by themselves.,"There would potentially be less healthcare costs with reduced need for care giving and faster rehabilitation and older people can be independent longer. There would be job creation for research, development and manufacturing.",5,5,5,5,5,4,7,7,2,7,1,6,6,6,6,5,6,6,6,6,5,6,6,6,5,5,6,6,2,1,5,4,7,2,7,3,1,1,1,5,3,7,6,3,1,5,1,1,1,36,bioinspired,36,Male,White,No,Full-Time,24.016666666666666
145,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-US,en-US,Europe/London,0,1920,1080,1920,499,1920,953,1,6595653c5c92016f134c8b25,bio-inspired,male,yes_some,GB,level_3,,I read the instructions,no,,"The materials are more natural, and easier to produce. The less wear and tear on the robots, means that there is a reduced need for replacing them. Materials should be recyclable ","The reduced costs of creation, and maintaining and the use of materials that can be recycled much easier, with less wear and tear damage","The cost of creating, maintaining and repairing the soft robot is much cheaper than the alternatives ",6,7,6,7,2,5,5,7,5,6,5,2,7,7,7,2,5,5,5,5,5,5,5,4,4,3,7,6,1,6,5,7,6,4,7,2,1,1,1,2,2,7,6,7,2,2,1,1,1,45,sustainable,45,Male,White,No,Full-Time,22.4
147,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1536,864,1536,499,1536,730,1.25,6773d6d84f06b14a316648aa,bio-inspired,male,no,GB,level_3,The video was a hightly insightful watch. Thank you very much for the opportunity.,I read the instructions,no,,"The ecological benefits of soft robot technology stem from the sustainable methods used in their construction and deployment. For example, the use of air power, without the need for electricity would reduce carbon emissions. Furthermore, these robots could also be employed in a number of functions aimed at safeguarding the natural world - such as removing non-biodegradable or hazardous materials from oceans, beaches, and other natural enviroments.","The fact that soft robots can be produced using 3-D printing would put this technology in the hands of more people, but it is difficult to forsee how this would impact social sustainability long-term.","The fact that the soft robot can be manufactured without the need for specialised machinery or skilled engineers may have a negative impact on the robotics industry, as it would potentially lead to a decrease in need for human workers.",7,5,5,6,5,4,5,6,2,5,6,4,7,6,5,5,6,4,6,6,5,6,5,6,5,5,4,7,4,5,4,4,5,5,6,5,5,4,3,7,7,6,6,6,6,6,1,1,1,35,sustainable,35,Male,White,No,Full-Time,39.86666666666667
148,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",MacIntel,en-GB,en-GB,Europe/London,0,1440,900,1432,497,1432,791,1,667c31135a4d935d1d4a72ce,tech-inspired,female,not_sure,GB,masters,,I read the instructions,no,,it is not disrupting any ecological systems in its engineering development or in its practical use. ,It is able to be more effectively used safely within social human environments than its predecessors. ,it uses limited resources and is not powered by electricity.,5,5,5,5,5,4,6,6,3,6,6,5,7,5,6,6,4,4,4,5,5,4,5,4,4,4,4,5,3,2,6,5,7,5,6,1,4,4,4,6,4,5,6,7,4,2,1,1,1,52,sustainable,52,Female,Other,No,DATA_EXPIRED,32.5
150,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-GB,en-GB,Europe/London,0,1280,800,1272,499,1272,674,1.5,59d3ef2c078dbe000195117f,tech-inspired,female,no,GB,bachelors,,I read the instructions,no,,"the soft robot may relate to ecological aspect of sustainability because it uses less energy to work, only air.",the soft robot relates to the social aspect of sustainability because it uses less energy than hard robots. ,the soft robot can relate to the economic aspect of sustainability because it can be used in a variety of ways and helps to reduce costs by its efficient use of energy. it is innovative and can be employed in a number of ways,6,7,7,7,5,1,7,7,7,7,7,5,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,1,6,1,6,6,1,7,2,1,1,1,5,6,7,5,7,1,2,1,1,1,51,sustainable,51,Female,White,No,Full-Time,21.666666666666668
151,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Europe/London,0,1440,900,1440,499,1440,754,2,66742c4307bb2004831faaef,bio-inspired,female,no,GB,level_3,,I read the instructions,no,,They can be gentle and because of their softness it can be use in natural environment where less damages/impact is done to the environment. Plus they also uses less energy ,"Soft robot can help promote health, safety and equal opportunities for different groups in society. It gives people with disability a chance to operate normally for example",It costs less to build than traditional robots and it can help in various industries to help with productivity   ,6,5,6,6,5,1,1,7,6,6,5,1,7,1,4,3,4,4,4,3,4,3,4,3,3,3,5,5,5,3,3,2,7,4,6,5,5,3,2,6,5,5,6,7,6,5,1,1,1,31,bioinspired,31,Female,Asian,No,Full-Time,32.11666666666667
152,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-US,en-GB,Europe/London,0,1366,768,1366,499,1366,599,1,5bb7abf3c190e20001e5c2c8,tech-inspired,male,no,GB,masters,Nothing to add,I read the instructions,no,,"The soft robot walker is relatively eco-friendly, being made using a 3D printer with recyclable materials.  Rather than leaving a legacy of materials requiring recycling as found with conventional, electronics driven robots.","  Its soft design makes it suitable for direct interaction with humans, fragile goods and even animals, thus opening up a wide range of applications.  ","  It requires no electronics, thus reducing the reliance on rare earth materials usually found with conventional robots.  The design and production costs are miniscule when compared to conventional robots, and ongoing running costs are much smaller too.",6,6,6,6,5,5,7,7,6,5,7,4,7,7,6,5,6,6,6,5,5,6,5,6,5,5,4,6,1,4,5,5,6,3,5,5,1,2,3,6,4,6,3,6,3,4,1,1,1,69,bioinspired,69,Male,White,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",40.53333333333333
153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1920,499,1920,911,1,65c7bfe1f18e2110daddde16,tech-inspired,female,no,GB,level_4_5,,I read the instructions,no,,"The soft walker robot does not contain materials or use energy that would harm the environment signifcantly as much as a conventional robot. It also can adapt to changing environments, meaning that it may be able to be used in a way that could even benefit the environment. The use of air compression technology is far less harmful to the environment than electronics. ","The robot is made in a way that it is safe for people, it does not contain any harmful materials or dangers to anyone. The way that it moves is mimicking a natural living creature which means that it may be less uncomfortable for people to be around as there is a sense of familiarity. It could be used to help people who are unable to do certain things, and does not have the potential to harm others. ","The soft robot walker may relate to economic sustainability through it's lower energy consumption. As well it is made in a cost-effective way and does not suffer as much mechanical damage, so it would not be as costly. It's energy is created through compressed air, which would not be expensive. ",4,4,5,5,2,2,7,7,3,6,7,2,7,6,6,3,5,4,4,5,5,5,5,4,4,4,4,3,4,4,4,4,3,5,5,7,5,4,6,5,6,4,4,3,6,5,1,1,1,60,bioinspired,60,Female,White,No,Full-Time,34.483333333333334
155,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Win32,en-GB,en-US,Europe/London,0,1280,800,1280,499,1280,665,2,5e64e1d3ffed3225090e814d,bio-inspired,male,yes_some,GB,level_3,This was interesting. There was a lot of content to take in and absorb. ,I read the instructions,no,,It has a minimal enviromental impact being a soft robot. It uses sustainable materials in the build and is bidegradable as well. The soft robot is energy efficent too so it should use less power to get the jobs done that it has. ,"The safety, apadtability and accessibility would improve human well being. The link to sustainability is there as well which would help us all in the long term. ",It could help with using resources well and this would make it more of a low cost item to manufacture. The onnovation here could be key as well by helping add employment oppurtunites to the company. ,5,6,6,5,5,6,7,6,4,6,7,5,7,7,6,6,4,4,4,6,4,5,4,5,4,5,6,4,1,4,4,4,5,4,6,1,2,1,1,5,1,5,4,5,1,4,1,1,1,39,sustainable,39,Male,White,No,Full-Time,41.7
157,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1366,768,1366,499,1366,607,1,5f20678a817321134bd74855,bio-inspired,female,no,GB,level_3,"No, it was honestly very interesting.",I read the instructions,no,,"It has been made with longevity in mind. Therefore, longer-lasting materials have been used, better technology that avoid it to break easily (soft ""tissues""). So, the need for resources, is lower, and the impact is lower too.",I am not sure about this. I think it might be linked to the use of long-lasting resources to make it.,"It has been made with longevity in mind. Therefore, specific materials have been used and it has been engineered so that it will last longer compared to ""usual hard robots"".",5,7,7,6,5,4,6,7,7,5,7,4,7,7,5,6,6,6,5,6,5,5,5,4,5,5,3,5,5,2,5,4,5,3,5,5,4,4,3,6,6,5,2,6,6,5,1,1,1,42,sustainable,42,Female,White,No,Part-Time,51.166666666666664
159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1280,1024,1280,499,1280,855,1,665ba5fad0a8c603ab8b5242,bio-inspired,female,no,GB,bachelors,,I read the instructions,no,,Focusing on low power consumption to maintain earth's life support systems.,Using  recycable or bio-based polymers to minimize environmental degradation. Energy efficiency by using less power.,"It relates to economics sustainability by potentially lowering the cost of the robot  through the use of less expensive,, lightweight materials. This promotes efficient resource use and makes the technology more accessible, supporting equitable growth. ",7,7,7,7,7,6,7,7,2,6,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,7,6,1,4,6,6,7,1,6,6,1,1,1,6,1,6,6,1,1,3,1,1,1,28,sustainable,28,Female,Mixed,No,Full-Time,58.86666666666667
160,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Linux x86_64,en-GB,en-US,Europe/London,0,1536,864,1536,499,1536,730,1.25,6120e3a34f6ad742437d6c95,bio-inspired,male,no,GB,bachelors,,I read the instructions,no,,"The main benefit of the soft robot walker is that it is powered by compressed air as opposed to a traditional energy source i.e. a battery or plugged into a mains. Whilst there will be an environment cost of using compressed air, this might be significantly smaller than the usual sources. ",I have not seen an example of how the soft robot walker is able to do this yet. Whilst it might have some practical application in the real world (i.e. it could help people with disabilities manage their homes better) I am unsure of that tangible aspect of social sustainability the soft robot walker could provide. ,The cost of powering the soft robot walker is significantly cheaper due to its use of compressed air. The circuits can be 3D printed making the creation and maintenance of the soft robot walker cheaper. ,5,6,5,6,1,5,6,7,2,5,6,3,7,6,6,3,6,6,4,6,5,5,5,5,5,6,2,6,2,1,2,2,5,3,5,6,4,4,6,5,7,6,5,5,2,5,1,1,1,41,bioinspired,41,Male,White,No,Full-Time,1.4
162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1397,786,1397,499,1397,621,1.375,5c4f7b99b33a5300013dbfdd,bio-inspired,female,no,GB,doctorate,NA,I read the instructions,no,,The robot is made with sustainable materials and does not require electricty to run so it reduces the impacts on the environment and negative impacts associated with climate change.,"I think the robot can be used in situations that could be potentially dangerous or have negative impacts on human beings and so the robot helps in this respect. I could also see it performing movement jobs (on a small scale at first, but it could expand) which would reduce the pressure on people to do this also.",This robot could replace humans and therefore reduce salary costs and improve efficiency in the workplace. It is also make with flexible materials that require minimal replacement and have high durability so this reduces economic costs too.,6,7,6,6,5,5,5,7,7,5,1,3,7,7,6,1,5,5,5,6,6,4,5,5,4,5,7,7,2,3,5,6,7,2,7,6,3,5,2,5,6,5,6,6,5,5,1,1,1,30,sustainable,30,Female,White,No,Full-Time,1.35
163,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-US,en-GB,Europe/London,0,1920,1080,1899,499,1899,913,1,66fd4b51cb041accd82a7740,bio-inspired,male,no,GB,level_4_5,Video was a total snore fest,I read the instructions,no,,I do not see how this would contribute it hardly looks like it could blend in.,"These will become a part of soiety in the furture and will at on epoint become the norm, but i think we are along way from the finished product","These will improve in the long term ang will be come more economical, just like all things do, buit they will at som epoint create them selved needing human halp less and less. They are on theri way.",5,2,5,3,3,5,6,4,6,4,6,4,5,5,3,4,4,5,2,4,4,2,3,3,4,3,4,5,2,2,4,4,6,5,6,5,2,2,3,7,5,5,3,3,6,5,1,1,1,66,sustainable,66,Male,White,No,Part-Time,1.2833333333333334
164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1536,1024,1536,499,1536,855,1.25,677e7a411cbcd54ed0c8f545,tech-inspired,male,no,GB,masters,no,I read the instructions,no,,No electronics are used. The material is longer lasting than typical metal robots,"In terms of health, it could aid independence for the elderly.","Working in factories, warehouses would aid business productivity.",7,7,7,7,6,6,7,7,3,6,7,6,7,7,7,6,6,6,6,6,6,5,5,6,5,5,5,7,4,4,4,4,7,5,7,7,4,2,5,7,7,5,5,7,5,6,1,1,1,61,bioinspired,61,Male,White,No,Full-Time,1.1166666666666667
